diff_strength,Localia,star_home_is_injured,star_away_is_injured,referee_effect,Resultado_Real
0.15264760461811305,1.0,0.0,0.0,0.0,1
0.18562632070680152,1.0,0.0,0.0,0.0,1
0.2306709075699499,1.0,0.0,0.0,0.0,1
0.2745956947855136,1.0,0.0,0.0,0.0,0
0.11426402433481558,1.0,0.0,0.0,0.0,1
0.2679346882056627,1.0,0.0,0.0,0.0,1
0.2679346882056627,1.0,0.0,0.0,0.0,0
0.2745956947855136,1.0,0.0,0.0,0.0,1
0.11426402433481558,1.0,0.0,0.0,0.0,0
0.15264760461811305,1.0,0.0,0.0,0.0,1
0.11426402433481558,1.0,0.0,0.0,0.0,0
0.2306709075699499,1.0,0.0,0.0,0.0,1
0.18562632070680152,1.0,0.0,0.0,0.0,0
0.15264760461811305,1.0,0.0,0.0,0.0,1
0.2745956947855136,1.0,0.0,0.0,0.0,1
0.2306709075699499,1.0,0.0,0.0,0.0,0
0.15264760461811305,1.0,0.0,0.0,0.0,1
0.2306709075699499,1.0,0.0,0.0,0.0,1
0.2306709075699499,1.0,0.0,0.0,0.0,1
0.18562632070680152,1.0,0.0,0.0,0.0,0
0.2679346882056627,1.0,0.0,0.0,0.0,0
0.15264760461811305,1.0,0.0,0.0,0.0,0
0.18562632070680152,1.0,0.0,0.0,0.0,0
0.2745956947855136,1.0,0.0,0.0,0.0,0
0.11426402433481558,1.0,0.0,0.0,0.0,0
0.2306709075699499,1.0,0.0,0.0,0.0,0
0.2745956947855136,1.0,0.0,0.0,0.0,0
0.2679346882056627,1.0,0.0,0.0,0.0,1
0.18562632070680152,1.0,0.0,0.0,0.0,0
0.2306709075699499,1.0,0.0,0.0,0.0,0
0.11426402433481558,1.0,0.0,0.0,0.0,1
0.2679346882056627,1.0,0.0,0.0,0.0,1
0.18562632070680152,1.0,0.0,0.0,0.0,0
0.15264760461811305,1.0,0.0,0.0,0.0,0
0.2745956947855136,1.0,0.0,0.0,0.0,0
0.2679346882056627,1.0,0.0,0.0,0.0,0
0.2306709075699499,1.0,0.0,0.0,0.0,0
0.11426402433481558,1.0,0.0,0.0,0.0,1
0.2745956947855136,1.0,0.0,0.0,0.0,0
0.11426402433481558,1.0,0.0,0.0,0.0,1
0.15264760461811305,1.0,0.0,0.0,0.0,1
0.18562632070680152,1.0,0.0,0.0,0.0,1
0.2306709075699499,1.0,0.0,0.0,0.0,1
0.15264760461811305,1.0,0.0,0.0,0.0,1
0.24090498653340187,1.0,0.0,0.0,0.0,0
0.15264760461811305,1.0,0.0,0.0,0.0,1
0.2679346882056627,1.0,0.0,0.0,0.0,1
0.1524300830247598,1.0,0.0,0.0,0.0,1
0.286957398844671,1.0,0.0,0.0,0.0,0
0.07012171552589863,1.0,0.0,0.0,0.0,0
0.24515750342398746,1.0,0.0,0.0,0.0,1
0.08963401908689811,1.0,0.0,0.0,0.0,1
0.04549171027798116,1.0,0.0,0.0,0.0,1
0.16765732203873496,1.0,0.0,0.0,0.0,1
0.2163799753084928,1.0,0.0,0.0,0.0,0
0.23424397995355095,1.0,0.0,0.0,0.0,1
0.18562632070680152,1.0,0.0,0.0,0.0,1
0.20123271620842376,1.0,0.0,0.0,0.0,0
0.1628491359251263,1.0,0.0,0.0,0.0,1
0.16288168358156502,1.0,0.0,0.0,0.0,1
0.2877422716804787,1.0,0.0,0.0,0.0,1
0.2163799753084928,1.0,0.0,0.0,0.0,1
0.2485738185613735,1.0,0.0,0.0,0.0,0
0.11873937477264807,1.0,0.0,0.0,0.0,1
0.15264760461811305,1.0,0.0,0.0,0.0,0
0.16099631545888404,1.0,0.0,0.0,0.0,1
0.3308821860602347,1.0,0.0,0.0,0.0,0
0.04549171027798116,1.0,0.0,0.0,0.0,0
0.24090498653340187,1.0,0.0,0.0,0.0,0
0.3506897695350507,1.0,0.0,0.0,0.0,1
0.2306709075699499,1.0,0.0,0.0,0.0,1
0.1382191306772088,1.0,0.0,0.0,0.0,1
0.2745956947855136,1.0,0.0,0.0,0.0,1
0.29719147780812294,1.0,0.0,0.0,0.0,0
0.1085052958091961,1.0,0.0,0.0,0.0,1
0.07012171552589863,1.0,0.0,0.0,0.0,1
0.15264760461811305,1.0,0.0,0.0,0.0,1
0.3506897695350507,1.0,0.0,0.0,0.0,1
0.2485738185613735,1.0,0.0,0.0,0.0,1
0.2649650868988035,1.0,0.0,0.0,0.0,1
0.18562632070680152,1.0,0.0,0.0,0.0,1
0.16288168358156502,1.0,0.0,0.0,0.0,0
0.2745956947855136,1.0,0.0,0.0,0.0,0
0.20123271620842376,1.0,0.0,0.0,0.0,0
0.16099631545888404,1.0,0.0,0.0,0.0,1
0.11426402433481558,1.0,0.0,0.0,0.0,1
0.2679346882056627,1.0,0.0,0.0,0.0,0
0.1382191306772088,1.0,0.0,0.0,0.0,1
0.2649650868988035,1.0,0.0,0.0,0.0,1
0.16765732203873496,1.0,0.0,0.0,0.0,1
0.2877422716804787,1.0,0.0,0.0,0.0,1
0.29719147780812294,1.0,0.0,0.0,0.0,0
0.23424397995355095,1.0,0.0,0.0,0.0,1
0.2306709075699499,1.0,0.0,0.0,0.0,1
0.18562632070680152,1.0,0.0,0.0,0.0,0
0.3308821860602347,1.0,0.0,0.0,0.0,0
0.11873937477264807,1.0,0.0,0.0,0.0,0
0.1085052958091961,1.0,0.0,0.0,0.0,0
0.1382191306772088,1.0,0.0,0.0,0.0,1
0.3506897695350507,1.0,0.0,0.0,0.0,0
0.23424397995355095,1.0,0.0,0.0,0.0,1
0.29440327826032964,1.0,0.0,0.0,0.0,1
0.1628491359251263,1.0,0.0,0.0,0.0,1
0.24090498653340187,1.0,0.0,0.0,0.0,1
0.2306709075699499,1.0,0.0,0.0,0.0,1
0.1524300830247598,1.0,0.0,0.0,0.0,0
0.11426402433481558,1.0,0.0,0.0,0.0,0
0.07012171552589863,1.0,0.0,0.0,0.0,0
0.16099631545888404,1.0,0.0,0.0,0.0,1
0.2649650868988035,1.0,0.0,0.0,0.0,1
0.08963401908689811,1.0,0.0,0.0,0.0,1
0.11873937477264807,1.0,0.0,0.0,0.0,1
0.24515750342398746,1.0,0.0,0.0,0.0,1
0.11426402433481558,1.0,0.0,0.0,0.0,1
0.29719147780812294,1.0,0.0,0.0,0.0,0
0.24515750342398746,1.0,0.0,0.0,0.0,1
0.2163799753084928,1.0,0.0,0.0,0.0,1
0.286957398844671,1.0,0.0,0.0,0.0,0
0.2679346882056627,1.0,0.0,0.0,0.0,1
0.29440327826032964,1.0,0.0,0.0,0.0,1
0.3308821860602347,1.0,0.0,0.0,0.0,1
0.2485738185613735,1.0,0.0,0.0,0.0,0
0.2745956947855136,1.0,0.0,0.0,0.0,1
0.04549171027798116,1.0,0.0,0.0,0.0,0
0.2877422716804787,1.0,0.0,0.0,0.0,1
0.04549171027798116,1.0,0.0,0.0,0.0,0
0.3506897695350507,1.0,0.0,0.0,0.0,1
0.1085052958091961,1.0,0.0,0.0,0.0,0
0.24090498653340187,1.0,0.0,0.0,0.0,1
0.16099631545888404,1.0,0.0,0.0,0.0,1
0.24157775668182735,1.0,0.0,0.0,0.0,0
0.17471058409114537,1.0,0.0,0.0,0.0,1
0.1524300830247598,1.0,0.0,0.0,0.0,0
0.16765732203873496,1.0,0.0,0.0,0.0,1
0.18137159067099629,1.0,0.0,0.0,0.0,1
0.16648697611825436,1.0,0.0,0.0,0.0,1
0.18380951341030832,1.0,0.0,0.0,0.0,0
0.15264760461811305,1.0,0.0,0.0,0.0,1
0.1802012447505157,1.0,0.0,0.0,0.0,1
0.2121395653203012,1.0,0.0,0.0,0.0,0
0.18562632070680152,1.0,0.0,0.0,0.0,1
0.16288168358156502,1.0,0.0,0.0,0.0,1
0.1635544537299905,1.0,0.0,0.0,0.0,1
0.2306709075699499,1.0,0.0,0.0,0.0,0
